i_id,i_n,j_id,j_n,alpha
2,29,29,22,-.81060469
2,29,30,26,-.31060469
2,29,31,29,.089395314
2,29,32,41,.58939528
2,29,33,30,.58939528
2,29,34,20,-.81060469
2,29,35,24,-.31060469
2,29,36,38,.58939528
2,29,37,27,.089395314
2,29,38,24,-.31060469
2,29,39,23,-.31060469
2,29,40,29,.089395314
2,29,41,43,.58939528
2,29,42,37,.58939528
2,29,43,18,-.31060469
2,29,44,18,-.31060469
2,29,45,10,-.81060469
2,29,46,19,-.31060469
2,29,47,17,-.31060469
2,29,48,13,-.81060469
2,29,49,40,.58939528
2,29,50,30,.089395314
2,29,51,19,-.31060469
2,29,52,13,-.81060469
2,29,53,11,-.81060469
2,29,54,29,.089395314
2,29,55,40,.58939528
2,29,56,7,-.81060469
2,29,57,25,.089395314
2,29,58,8,-.81060469
2,29,59,3,-.81060469
2,29,60,32,.089395314
2,29,61,14,-.31060469
2,29,62,34,.58939528
2,29,63,31,.58939528
2,29,64,9,-.81060469
2,29,65,35,.089395314
2,29,66,21,-.31060469
2,29,67,17,-.81060469
2,29,68,12,-.81060469
2,29,69,7,-.81060469
2,29,70,33,.58939528
2,29,71,17,-.31060469
2,29,72,22,-.31060469
2,29,73,41,.58939528
3,27,1,24,-.06479755
3,27,2,27,-.06479755
3,27,3,25,-.06479755
3,27,4,17,.37014514
3,27,5,19,.28624555
3,27,6,19,-.06479755
3,27,7,22,-.06479755
3,27,8,29,-.06479755
3,27,9,25,-.06479755
3,27,10,23,-.06479755
3,27,11,26,-.06479755
3,27,12,24,-.06479755
3,27,13,26,-.06479755
3,27,14,18,-.06479755
3,27,15,20,-.06479755
3,27,16,19,-.06479755
3,27,17,21,-.06479755
3,27,18,28,-.31060469
3,27,19,22,-.31060469
3,27,20,22,-.31060469
3,27,21,23,-.31060469
3,27,22,26,-.31060469
3,27,23,20,-.31060469
3,27,24,20,-.31060469
3,27,25,31,-.31060469
3,27,26,25,-.31060469
3,27,27,27,-.31060469
3,27,28,30,-.31060469
3,27,29,22,-.31060469
3,27,30,26,-.31060469
3,27,31,29,-.31060469
3,27,32,41,-.31060469
3,27,33,30,-.31060469
3,27,34,20,-.31060469
3,27,35,24,-.31060469
3,27,36,38,-.31060469
3,27,37,27,-.31060469
3,27,38,24,-.31060469
3,27,39,23,-.31060469
3,27,40,29,-.31060469
3,27,41,43,-.31060469
3,27,42,37,-.31060469
3,27,43,18,-.31060469
3,27,44,18,-.31060469
3,27,45,10,-.31060469
3,27,46,19,-.31060469
3,27,47,17,-.31060469
3,27,48,13,-.31060469
3,27,49,40,-.31060469
3,27,50,30,-.31060469
3,27,51,19,-.31060469
3,27,52,13,-.31060469
3,27,53,11,-.31060469
3,27,54,29,-.31060469
3,27,55,40,-.31060469
3,27,56,7,-.31060469
3,27,57,25,-.31060469
3,27,58,8,-.31060469
3,27,59,3,-.31060469
3,27,60,32,-.31060469
3,27,61,14,-.31060469
3,27,62,34,-.31060469
3,27,63,31,-.31060469
3,27,64,9,-.31060469
3,27,65,35,-.31060469
3,27,66,21,-.31060469
3,27,67,17,-.31060469
3,27,68,12,-.31060469
3,27,69,7,-.31060469
3,27,70,33,-.31060469
3,27,71,17,-.31060469
3,27,72,22,-.31060469
3,27,73,41,-.31060469
4,23,1,24,-.06479755
4,23,2,27,-.06479755
4,23,3,25,-.06479755
4,23,4,17,-.06479755
4,23,5,19,-.06479755
4,23,6,19,-.06479755
4,23,7,22,-.06479755
4,23,8,29,-.06479755
4,23,9,25,-.06479755
4,23,10,23,-.06479755
4,23,11,26,-.06479755
4,23,12,24,-.06479755
4,23,13,26,-.06479755
4,23,14,18,-.06479755
4,23,15,20,-.06479755
4,23,16,19,-.06479755
4,23,17,21,-.06479755
4,23,18,28,-.31060469
4,23,19,22,-.31060469
4,23,20,22,-.31060469
4,23,21,23,-.31060469
4,23,22,26,-.31060469
4,23,23,20,-.31060469
4,23,24,20,-.31060469
4,23,25,31,-.31060469
4,23,26,25,-.31060469
4,23,27,27,-.31060469
4,23,28,30,-.31060469
4,23,29,22,-.31060469
4,23,30,26,-.31060469
4,23,31,29,-.31060469
4,23,32,41,-.31060469
4,23,33,30,-.31060469
4,23,34,20,-.31060469
4,23,35,24,-.31060469
4,23,36,38,-.31060469
4,23,37,27,-.31060469
4,23,38,24,-.31060469
4,23,39,23,-.31060469
4,23,40,29,-.31060469
4,23,41,43,-.31060469
4,23,42,37,-.31060469
4,23,43,18,-.31060469
4,23,44,18,-.31060469
4,23,45,10,-.31060469
4,23,46,19,-.31060469
4,23,47,17,-.31060469
4,23,48,13,-.31060469
4,23,49,40,-.31060469
4,23,50,30,-.31060469
4,23,51,19,-.31060469
4,23,52,13,-.31060469
4,23,53,11,-.31060469
4,23,54,29,-.31060469
4,23,55,40,-.31060469
4,23,56,7,-.31060469
4,23,57,25,-.31060469
4,23,58,8,-.31060469
4,23,59,3,-.31060469
4,23,60,32,-.31060469
4,23,61,14,-.31060469
4,23,62,34,-.31060469
4,23,63,31,-.31060469
4,23,64,9,-.31060469
4,23,65,35,-.31060469
4,23,66,21,-.31060469
4,23,67,17,-.31060469
4,23,68,12,-.31060469
4,23,69,7,-.31060469
4,23,70,33,-.31060469
4,23,71,17,-.31060469
4,23,72,22,-.31060469
4,23,73,41,-.31060469
5,23,1,24,-.56479752
5,23,2,27,-.06479755
5,23,3,25,.33520246
5,23,4,17,.83520246
5,23,5,19,.33520246
5,23,6,19,.33520246
5,23,7,22,-.56479752
5,23,8,29,.33520246
5,23,9,25,.83520246
5,23,10,23,-.56479752
5,23,11,26,.33520246
5,23,12,24,-.56479752
5,23,13,26,-.06479755
5,23,14,18,.33520246
5,23,15,20,.83520246
5,23,16,19,.83520246
5,23,17,21,.83520246
5,23,18,28,-.81060469
5,23,19,22,.58939528
5,23,20,22,-.81060469
5,23,21,23,-.81060469
5,23,22,26,-.31060469
5,23,23,20,.58939528
5,23,24,20,.089395314
5,23,25,31,-.81060469
5,23,26,25,.089395314
5,23,27,27,-.81060469
5,23,28,30,-.81060469
5,23,29,22,-.81060469
5,23,30,26,-.31060469
5,23,31,29,.089395314
5,23,32,41,.58939528
5,23,33,30,.58939528
5,23,34,20,-.81060469
5,23,35,24,-.31060469
5,23,36,38,.58939528
5,23,37,27,.089395314
5,23,38,24,-.31060469
5,23,39,23,-.31060469
5,23,40,29,.089395314
5,23,41,43,.58939528
5,23,42,37,.58939528
5,23,43,18,-.31060469
5,23,44,18,-.31060469
5,23,45,10,-.81060469
5,23,46,19,-.31060469
5,23,47,17,-.31060469
5,23,48,13,-.81060469
5,23,49,40,.58939528
5,23,50,30,.089395314
5,23,51,19,-.31060469
5,23,52,13,-.81060469
5,23,53,11,-.81060469
5,23,54,29,.089395314
5,23,55,40,.58939528
5,23,56,7,-.81060469
5,23,57,25,.089395314
5,23,58,8,-.81060469
5,23,59,3,-.81060469
5,23,60,32,.089395314
5,23,61,14,-.31060469
5,23,62,34,.58939528
5,23,63,31,.58939528
5,23,64,9,-.81060469
5,23,65,35,.089395314
5,23,66,21,-.31060469
5,23,67,17,-.81060469
5,23,68,12,-.81060469
5,23,69,7,-.81060469
5,23,70,33,.58939528
5,23,71,17,-.31060469
5,23,72,22,-.31060469
5,23,73,41,.58939528
6,19,1,24,-.46479756
6,19,2,27,-.06479755
6,19,3,25,.23520246
6,19,4,17,.23520246
6,19,5,19,.23520246
6,19,6,19,.23520246
6,19,7,22,-.46479756
6,19,8,29,.23520246
6,19,9,25,.23520246
6,19,10,23,-.46479756
6,19,11,26,.23520246
6,19,12,24,-.46479756
6,19,13,26,-.06479755
6,19,14,18,.23520246
6,19,15,20,.23520246
6,19,16,19,.23520246
6,19,17,21,.23520246
6,19,18,28,-.71060467
6,19,19,22,-.01060468
6,19,20,22,-.71060467
6,19,21,23,-.71060467
6,19,22,26,-.31060469
6,19,23,20,-.01060468
6,19,24,20,-.01060468
6,19,25,31,-.71060467
6,19,26,25,-.01060468
6,19,27,27,-.71060467
6,19,28,30,-.71060467
6,19,29,22,-.71060467
6,19,30,26,-.31060469
6,19,31,29,-.01060468
6,19,32,41,-.01060468
6,19,33,30,-.01060468
6,19,34,20,-.71060467
6,19,35,24,-.31060469
6,19,36,38,-.01060468
6,19,37,27,-.01060468
6,19,38,24,-.31060469
6,19,39,23,-.31060469
6,19,40,29,-.01060468
6,19,41,43,-.01060468
6,19,42,37,-.01060468
6,19,43,18,-.31060469
6,19,44,18,-.31060469
6,19,45,10,-.71060467
6,19,46,19,-.31060469
6,19,47,17,-.31060469
6,19,48,13,-.71060467
6,19,49,40,-.01060468
6,19,50,30,-.01060468
6,19,51,19,-.31060469
6,19,52,13,-.71060467
6,19,53,11,-.71060467
6,19,54,29,-.01060468
6,19,55,40,-.01060468
6,19,56,7,-.71060467
6,19,57,25,-.01060468
6,19,58,8,-.71060467
6,19,59,3,-.71060467
6,19,60,32,-.01060468
6,19,61,14,-.31060469
6,19,62,34,-.01060468
6,19,63,31,-.01060468
6,19,64,9,-.71060467
6,19,65,35,-.01060468
6,19,66,21,-.31060469
6,19,67,17,-.71060467
6,19,68,12,-.71060467
6,19,69,7,-.71060467
6,19,70,33,-.01060468
6,19,71,17,-.31060469
6,19,72,22,-.31060469
6,19,73,41,-.01060468
7,26,1,24,-.26479757
7,26,2,27,-.06479755
7,26,3,25,-.06479755
7,26,4,17,.13520245
7,26,5,19,-.06479755
7,26,6,19,-.06479755
7,26,7,22,-.26479757
7,26,8,29,-.06479755
7,26,9,25,.13520245
7,26,10,23,-.26479757
7,26,11,26,-.06479755
7,26,12,24,-.26479757
7,26,13,26,-.06479755
7,26,14,18,-.06479755
7,26,15,20,.13520245
7,26,16,19,.13520245
7,26,17,21,.13520245
7,26,18,28,-.51060468
7,26,19,22,-.11060469
7,26,20,22,-.51060468
7,26,21,23,-.51060468
7,26,22,26,-.31060469
7,26,23,20,-.11060469
7,26,24,20,-.31060469
7,26,25,31,-.51060468
7,26,26,25,-.31060469
7,26,27,27,-.51060468
7,26,28,30,-.51060468
7,26,29,22,-.51060468
7,26,30,26,-.31060469
7,26,31,29,-.31060469
7,26,32,41,-.11060469
7,26,33,30,-.11060469
7,26,34,20,-.51060468
7,26,35,24,-.31060469
7,26,36,38,-.11060469
7,26,37,27,-.31060469
7,26,38,24,-.31060469
7,26,39,23,-.31060469
7,26,40,29,-.31060469
7,26,41,43,-.11060469
7,26,42,37,-.11060469
7,26,43,18,-.31060469
7,26,44,18,-.31060469
7,26,45,10,-.51060468
7,26,46,19,-.31060469
7,26,47,17,-.31060469
7,26,48,13,-.51060468
7,26,49,40,-.11060469
7,26,50,30,-.31060469
7,26,51,19,-.31060469
7,26,52,13,-.51060468
7,26,53,11,-.51060468
7,26,54,29,-.31060469
7,26,55,40,-.11060469
7,26,56,7,-.51060468
7,26,57,25,-.31060469
7,26,58,8,-.51060468
7,26,59,3,-.51060468
7,26,60,32,-.31060469
7,26,61,14,-.31060469
7,26,62,34,-.11060469
7,26,63,31,-.11060469
7,26,64,9,-.51060468
7,26,65,35,-.31060469
7,26,66,21,-.31060469
7,26,67,17,-.51060468
7,26,68,12,-.51060468
7,26,69,7,-.51060468
7,26,70,33,-.11060469
7,26,71,17,-.31060469
7,26,72,22,-.31060469
7,26,73,41,-.11060469
8,9,1,24,-.56479752
8,9,2,27,-.06479755
8,9,3,25,.33520246
8,9,4,17,.83520246
8,9,5,19,.33520246
8,9,6,19,1.2893953
8,9,7,22,-.56479752
8,9,8,29,.33520246
8,9,9,25,.83520246
8,9,10,23,-.56479752
8,9,11,26,.33520246
8,9,12,24,-.56479752
8,9,13,26,-.06479755
8,9,14,18,.33520246
8,9,15,20,.83520246
8,9,16,19,.83520246
8,9,17,21,.83520246
8,9,18,28,-.81060469
8,9,19,22,.58939528
8,9,20,22,-.81060469
8,9,21,23,-.81060469
8,9,22,26,-.31060469
8,9,23,20,.58939528
8,9,24,20,.089395314
8,9,25,31,-.81060469
8,9,26,25,.089395314
8,9,27,27,-.81060469
8,9,28,30,-.81060469
8,9,29,22,-.81060469
8,9,30,26,-.31060469
8,9,31,29,.089395314
8,9,32,41,.58939528
8,9,33,30,.58939528
8,9,34,20,-.81060469
8,9,35,24,-.31060469
8,9,36,38,.58939528
8,9,37,27,.089395314
8,9,38,24,-.31060469
8,9,39,23,-.31060469
8,9,40,29,.089395314
8,9,41,43,.58939528
8,9,42,37,.58939528
8,9,43,18,-.31060469
8,9,44,18,-.31060469
8,9,45,10,-.81060469
8,9,46,19,-.31060469
8,9,47,17,-.31060469
8,9,48,13,-.81060469
8,9,49,40,.58939528
8,9,50,30,.089395314
8,9,51,19,-.31060469
8,9,52,13,-.81060469
8,9,53,11,-.81060469
8,9,54,29,.089395314
8,9,55,40,.58939528
8,9,56,7,-.81060469
8,9,57,25,.089395314
8,9,58,8,-.81060469
8,9,59,3,-.81060469
8,9,60,32,.089395314
8,9,61,14,-.31060469
8,9,62,34,.58939528
8,9,63,31,.58939528
8,9,64,9,-.81060469
8,9,65,35,.089395314
8,9,66,21,-.31060469
8,9,67,17,-.81060469
8,9,68,12,-.81060469
8,9,69,7,-.81060469
8,9,70,33,.58939528
8,9,71,17,-.31060469
8,9,72,22,-.31060469
8,9,73,41,.58939528
9,28,1,24,-.06479755
9,28,2,27,-.06479755
9,28,3,25,-.06479755
9,28,4,17,-.06479755
9,28,5,19,-.06479755
9,28,6,19,-.06479755
9,28,7,22,.8893953
9,28,8,29,.28624555
9,28,9,25,.23139048
9,28,10,23,-.06479755
9,28,11,26,-.06479755
9,28,12,24,-.06479755
9,28,13,26,-.06479755
9,28,14,18,-.06479755
9,28,15,20,-.06479755
9,28,16,19,-.06479755
9,28,17,21,-.06479755
9,28,18,28,-.31060469
9,28,19,22,-.31060469
9,28,20,22,-.31060469
9,28,21,23,-.31060469
9,28,22,26,-.31060469
9,28,23,20,-.31060469
9,28,24,20,-.31060469
9,28,25,31,-.31060469
9,28,26,25,-.31060469
9,28,27,27,-.31060469
9,28,28,30,-.31060469
9,28,29,22,-.31060469
9,28,30,26,-.31060469
9,28,31,29,-.31060469
9,28,32,41,-.31060469
9,28,33,30,-.31060469
9,28,34,20,-.31060469
9,28,35,24,-.31060469
9,28,36,38,-.31060469
9,28,37,27,-.31060469
9,28,38,24,-.31060469
9,28,39,23,-.31060469
9,28,40,29,-.31060469
9,28,41,43,-.31060469
9,28,42,37,-.31060469
9,28,43,18,-.31060469
9,28,44,18,-.31060469
9,28,45,10,-.31060469
9,28,46,19,-.31060469
9,28,47,17,-.31060469
9,28,48,13,-.31060469
9,28,49,40,-.31060469
9,28,50,30,-.31060469
9,28,51,19,-.31060469
9,28,52,13,-.31060469
9,28,53,11,-.31060469
9,28,54,29,-.31060469
9,28,55,40,-.31060469
9,28,56,7,-.31060469
9,28,57,25,-.31060469
9,28,58,8,-.31060469
9,28,59,3,-.31060469
9,28,60,32,-.31060469
9,28,61,14,-.31060469
9,28,62,34,-.31060469
9,28,63,31,-.31060469
9,28,64,9,-.31060469
9,28,65,35,-.31060469
9,28,66,21,-.31060469
9,28,67,17,-.31060469
9,28,68,12,-.31060469
9,28,69,7,-.31060469
9,28,70,33,-.31060469
9,28,71,17,-.31060469
9,28,72,22,-.31060469
9,28,73,41,-.31060469
10,31,1,24,-.46479756
10,31,2,27,-.06479755
10,31,3,25,.23520246
10,31,4,17,.23520246
10,31,5,19,.23520246
10,31,6,19,.23520246
10,31,7,22,.48939529
10,31,8,29,.58624554
10,31,9,25,.53139049
10,31,10,23,-.46479756
10,31,11,26,.23520246
10,31,12,24,-.46479756
10,31,13,26,-.06479755
10,31,14,18,.23520246
10,31,15,20,.23520246
10,31,16,19,.23520246
10,31,17,21,.23520246
10,31,18,28,-.71060467
10,31,19,22,-.01060468
10,31,20,22,-.71060467
10,31,21,23,-.71060467
10,31,22,26,-.31060469
10,31,23,20,-.01060468
10,31,24,20,-.01060468
10,31,25,31,-.71060467
10,31,26,25,-.01060468
10,31,27,27,-.71060467
10,31,28,30,-.71060467
10,31,29,22,-.71060467
10,31,30,26,-.31060469
10,31,31,29,-.01060468
10,31,32,41,-.01060468
10,31,33,30,-.01060468
10,31,34,20,-.71060467
10,31,35,24,-.31060469
10,31,36,38,-.01060468
10,31,37,27,-.01060468
10,31,38,24,-.31060469
10,31,39,23,-.31060469
10,31,40,29,-.01060468
10,31,41,43,-.01060468
10,31,42,37,-.01060468
10,31,43,18,-.31060469
10,31,44,18,-.31060469
10,31,45,10,-.71060467
10,31,46,19,-.31060469
10,31,47,17,-.31060469
10,31,48,13,-.71060467
10,31,49,40,-.01060468
10,31,50,30,-.01060468
10,31,51,19,-.31060469
10,31,52,13,-.71060467
10,31,53,11,-.71060467
10,31,54,29,-.01060468
10,31,55,40,-.01060468
10,31,56,7,-.71060467
10,31,57,25,-.01060468
10,31,58,8,-.71060467
10,31,59,3,-.71060467
10,31,60,32,-.01060468
10,31,61,14,-.31060469
10,31,62,34,-.01060468
10,31,63,31,-.01060468
10,31,64,9,-.71060467
10,31,65,35,-.01060468
10,31,66,21,-.31060469
10,31,67,17,-.71060467
10,31,68,12,-.71060467
10,31,69,7,-.71060467
10,31,70,33,-.01060468
10,31,71,17,-.31060469
10,31,72,22,-.31060469
10,31,73,41,-.01060468
11,24,1,24,-.06479755
11,24,2,27,-.06479755
11,24,3,25,-.06479755
11,24,4,17,-.06479755
11,24,5,19,-.06479755
11,24,6,19,-.06479755
11,24,7,22,.28624555
11,24,8,29,.8893953
11,24,9,25,-.06479755
11,24,10,23,-.06479755
11,24,11,26,-.06479755
11,24,12,24,-.06479755
11,24,13,26,-.06479755
11,24,14,18,-.06479755
11,24,15,20,-.06479755
11,24,16,19,-.06479755
11,24,17,21,-.06479755
11,24,18,28,-.31060469
11,24,19,22,-.31060469
11,24,20,22,-.31060469
11,24,21,23,-.31060469
11,24,22,26,-.31060469
11,24,23,20,-.31060469
11,24,24,20,-.31060469
11,24,25,31,-.31060469
11,24,26,25,-.31060469
11,24,27,27,-.31060469
11,24,28,30,-.31060469
11,24,29,22,-.31060469
11,24,30,26,-.31060469
11,24,31,29,-.31060469
11,24,32,41,-.31060469
11,24,33,30,-.31060469
11,24,34,20,-.31060469
11,24,35,24,-.31060469
11,24,36,38,-.31060469
11,24,37,27,-.31060469
11,24,38,24,-.31060469
11,24,39,23,-.31060469
11,24,40,29,-.31060469
11,24,41,43,-.31060469
11,24,42,37,-.31060469
11,24,43,18,-.31060469
11,24,44,18,-.31060469
11,24,45,10,-.31060469
11,24,46,19,-.31060469
11,24,47,17,-.31060469
11,24,48,13,-.31060469
11,24,49,40,-.31060469
11,24,50,30,-.31060469
11,24,51,19,-.31060469
11,24,52,13,-.31060469
11,24,53,11,-.31060469
11,24,54,29,-.31060469
11,24,55,40,-.31060469
11,24,56,7,-.31060469
11,24,57,25,-.31060469
11,24,58,8,-.31060469
11,24,59,3,-.31060469
11,24,60,32,-.31060469
11,24,61,14,-.31060469
11,24,62,34,-.31060469
11,24,63,31,-.31060469
11,24,64,9,-.31060469
11,24,65,35,-.31060469
11,24,66,21,-.31060469
11,24,67,17,-.31060469
11,24,68,12,-.31060469
11,24,69,7,-.31060469
11,24,70,33,-.31060469
11,24,71,17,-.31060469
11,24,72,22,-.31060469
11,24,73,41,-.31060469
12,26,1,24,-.56479752
12,26,2,27,-.06479755
12,26,3,25,.33520246
12,26,4,17,.83520246
12,26,5,19,.33520246
12,26,6,19,.33520246
12,26,7,22,-.56479752
12,26,8,29,.33520246
12,26,9,25,1.4193559
12,26,10,23,.3893953
12,26,11,26,.68624556
12,26,12,24,-.56479752
12,26,13,26,-.06479755
12,26,14,18,.33520246
12,26,15,20,.83520246
12,26,16,19,.83520246
12,26,17,21,.83520246
12,26,18,28,-.81060469
12,26,19,22,.58939528
12,26,20,22,-.81060469
12,26,21,23,-.81060469
12,26,22,26,-.31060469
12,26,23,20,.58939528
12,26,24,20,.089395314
12,26,25,31,-.81060469
12,26,26,25,.089395314
12,26,27,27,-.81060469
12,26,28,30,-.81060469
12,26,29,22,-.81060469
12,26,30,26,-.31060469
12,26,31,29,.089395314
12,26,32,41,.58939528
12,26,33,30,.58939528
12,26,34,20,-.81060469
12,26,35,24,-.31060469
12,26,36,38,.58939528
12,26,37,27,.089395314
12,26,38,24,-.31060469
12,26,39,23,-.31060469
12,26,40,29,.089395314
12,26,41,43,.58939528
12,26,42,37,.58939528
12,26,43,18,-.31060469
12,26,44,18,-.31060469
12,26,45,10,-.81060469
12,26,46,19,-.31060469
12,26,47,17,-.31060469
12,26,48,13,-.81060469
12,26,49,40,.58939528
12,26,50,30,.089395314
12,26,51,19,-.31060469
12,26,52,13,-.81060469
12,26,53,11,-.81060469
12,26,54,29,.089395314
12,26,55,40,.58939528
12,26,56,7,-.81060469
12,26,57,25,.089395314
12,26,58,8,-.81060469
12,26,59,3,-.81060469
12,26,60,32,.089395314
12,26,61,14,-.31060469
12,26,62,34,.58939528
12,26,63,31,.58939528
12,26,64,9,-.81060469
12,26,65,35,.089395314
12,26,66,21,-.31060469
12,26,67,17,-.81060469
12,26,68,12,-.81060469
12,26,69,7,-.81060469
12,26,70,33,.58939528
12,26,71,17,-.31060469
12,26,72,22,-.31060469
12,26,73,41,.58939528
13,27,1,24,-.26479757
13,27,2,27,-.06479755
13,27,3,25,-.06479755
13,27,4,17,.13520245
13,27,5,19,-.06479755
13,27,6,19,-.06479755
13,27,7,22,-.26479757
13,27,8,29,-.06479755
13,27,9,25,.71935582
13,27,10,23,.17014514
13,27,11,26,.23139048
13,27,12,24,-.26479757
13,27,13,26,-.06479755
13,27,14,18,-.06479755
13,27,15,20,.13520245
13,27,16,19,.13520245
13,27,17,21,.13520245
13,27,18,28,-.51060468
13,27,19,22,-.11060469
13,27,20,22,-.51060468
13,27,21,23,-.51060468
13,27,22,26,-.31060469
13,27,23,20,-.11060469
13,27,24,20,-.31060469
13,27,25,31,-.51060468
13,27,26,25,-.31060469
13,27,27,27,-.51060468
13,27,28,30,-.51060468
13,27,29,22,-.51060468
13,27,30,26,-.31060469
13,27,31,29,-.31060469
13,27,32,41,-.11060469
13,27,33,30,-.11060469
13,27,34,20,-.51060468
13,27,35,24,-.31060469
13,27,36,38,-.11060469
13,27,37,27,-.31060469
13,27,38,24,-.31060469
13,27,39,23,-.31060469
13,27,40,29,-.31060469
13,27,41,43,-.11060469
13,27,42,37,-.11060469
13,27,43,18,-.31060469
13,27,44,18,-.31060469
13,27,45,10,-.51060468
13,27,46,19,-.31060469
13,27,47,17,-.31060469
13,27,48,13,-.51060468
13,27,49,40,-.11060469
13,27,50,30,-.31060469
13,27,51,19,-.31060469
13,27,52,13,-.51060468
13,27,53,11,-.51060468
13,27,54,29,-.31060469
13,27,55,40,-.11060469
13,27,56,7,-.51060468
13,27,57,25,-.31060469
13,27,58,8,-.51060468
13,27,59,3,-.51060468
13,27,60,32,-.31060469
13,27,61,14,-.31060469
13,27,62,34,-.11060469
13,27,63,31,-.11060469
13,27,64,9,-.51060468
13,27,65,35,-.31060469
13,27,66,21,-.31060469
13,27,67,17,-.51060468
13,27,68,12,-.51060468
13,27,69,7,-.51060468
13,27,70,33,-.11060469
13,27,71,17,-.31060469
13,27,72,22,-.31060469
13,27,73,41,-.11060469
14,32,1,24,-.56479752
14,32,2,27,-.06479755
14,32,3,25,.33520246
14,32,4,17,.83520246
14,32,5,19,.33520246
14,32,6,19,.33520246
14,32,7,22,-.56479752
14,32,8,29,.33520246
14,32,9,25,1.4193559
14,32,10,23,-.12985486
14,32,11,26,.63139045
14,32,12,24,-.56479752
14,32,13,26,-.06479755
14,32,14,18,.33520246
14,32,15,20,.83520246
14,32,16,19,.83520246
14,32,17,21,.83520246
14,32,18,28,-.81060469
14,32,19,22,.58939528
14,32,20,22,-.81060469
14,32,21,23,-.81060469
14,32,22,26,-.31060469
14,32,23,20,.58939528
14,32,24,20,.089395314
14,32,25,31,-.81060469
14,32,26,25,.089395314
14,32,27,27,-.81060469
14,32,28,30,-.81060469
14,32,29,22,-.81060469
14,32,30,26,-.31060469
14,32,31,29,.089395314
14,32,32,41,.58939528
14,32,33,30,.58939528
14,32,34,20,-.81060469
14,32,35,24,-.31060469
14,32,36,38,.58939528
14,32,37,27,.089395314
14,32,38,24,-.31060469
14,32,39,23,-.31060469
14,32,40,29,.089395314
14,32,41,43,.58939528
14,32,42,37,.58939528
14,32,43,18,-.31060469
14,32,44,18,-.31060469
14,32,45,10,-.81060469
14,32,46,19,-.31060469
14,32,47,17,-.31060469
14,32,48,13,-.81060469
14,32,49,40,.58939528
14,32,50,30,.089395314
14,32,51,19,-.31060469
14,32,52,13,-.81060469
14,32,53,11,-.81060469
14,32,54,29,.089395314
14,32,55,40,.58939528
14,32,56,7,-.81060469
14,32,57,25,.089395314
14,32,58,8,-.81060469
14,32,59,3,-.81060469
14,32,60,32,.089395314
14,32,61,14,-.31060469
14,32,62,34,.58939528
14,32,63,31,.58939528
