i_id,i_n,j_id,j_n,alpha,mu
16,28,6,1,-.51060468,0.04730355498112583
16,28,7,23,-.31060469,0.8554825184154061
16,28,8,17,-.51060468,0.6807322327310067
16,28,9,41,-.11060469,1.1931709941265596
16,28,10,11,-.51060468,0.4631263959924869
16,28,11,49,-.11060469,1.3990116623736024
16,28,12,17,-.31060469,0.6618850875278335
16,28,13,24,.8893953,2.5168017814543475
16,28,14,34,-.31060469,1.0194627306546458
16,28,15,29,-.31060469,0.876281620930498
16,28,16,28,.8893953,3.4419517954581473
16,28,17,18,-.31060469,0.694838222867157
16,28,18,31,-.31060469,0.9320536412337347
16,28,19,34,-.31060469,1.0170473406085665
16,28,20,35,-.11060469,1.0334261220857675
17,18,1,33,-.51060468,0.8004039390037376
17,18,2,51,.13520245,1.2325038425806523
17,18,3,21,-.31060469,0.5248756206450658
17,18,4,19,-.11060469,0.402454860389722
17,18,5,3,.68939531,0.30461803408804006
17,18,6,1,-.26479757,0.04013829659861628
17,18,7,23,-.31060469,0.5677061844001485
17,18,8,17,-.51060468,0.45174026367919085
17,18,9,41,-.11060469,0.7917994089080884
17,18,10,11,-.51060468,0.3073349992597022
17,18,11,49,1.0893953,3.082387216278078
17,18,12,17,-.06479755,0.5616267268919161
17,18,13,24,-.31060469,0.5030464920004941
17,18,14,34,-.06479755,0.8650406655094592
17,18,15,29,-.31060469,0.5815086629705603
17,18,16,28,-.31060469,0.6879611215705232
17,18,17,18,.8893953,1.5309096508268794
17,18,18,31,-.31060469,0.6185194962267269
17,18,19,34,.8893953,2.240820291463937
17,18,20,35,-.11060469,0.685791220743416
18,31,1,33,-.71060467,0.9841791020782953
18,31,2,51,-.01060468,1.599885358030492
18,31,3,21,.8893953,2.617179976601919
18,31,4,19,-.01060468,0.6679907414092879
18,31,5,3,-.71060467,0.11281508081751716
18,31,6,1,-.71060467,0.038598567591984954
18,31,7,23,-.06479755,1.0901848027993928
18,31,8,17,-.46479756,0.7102420714224997
18,31,9,41,1.1893953,4.36336766733678
18,31,10,11,.48939529,1.2546722803423531
18,31,11,49,-.01060468,1.5409448200297124
18,31,12,17,-.31060469,0.6596580950596238
18,31,13,24,-.01060468,1.0198123982297866
18,31,14,34,-.01060468,1.371500601271526
18,31,15,29,.23520246,1.507374056168233
18,31,16,28,-.31060469,1.0332078798074944
18,31,17,18,-.31060469,0.692500355587613
18,31,18,31,1.1893953,4.163119965798449
18,31,19,34,-.01060468,1.3682511358414604
18,31,20,35,.23520246,1.4554519490387987
19,34,1,33,-.71060467,1.0729642431718098
19,34,2,51,.23520246,2.2302454318958476
19,34,3,21,-.31060469,0.8593920368752681
19,34,4,19,-.01060468,0.7282517773324697
19,34,5,3,.48939529,0.4083491255718378
19,34,6,1,-.46479756,0.05380652809598283
19,34,7,23,-.31060469,0.9295195946779334
19,34,8,17,-.71060467,0.6055706706442299
19,34,9,41,-.01060468,1.4327801291049842
19,34,10,11,-.71060467,0.4119913069035449
19,34,11,49,1.1893953,5.577653961142674
19,34,12,17,-.06479755,0.9195655462032195
19,34,13,24,-.01060468,1.1118121038469293
19,34,14,34,.23520246,1.9118763325602808
19,34,15,29,-.01060468,1.28522587924513
19,34,16,28,-.31060469,1.1264160237255325
19,34,17,18,.8893953,2.506596822841948
19,34,18,31,-.01060468,1.3670256592694905
19,34,19,34,1.1893953,4.952566288205524
19,34,20,35,-.01060468,1.2409557556387045
20,35,1,33,-.81060469,0.7998548694366188
20,35,2,51,.58939528,2.6183762105101094
20,35,3,21,-.06479755,0.9053143626981791
20,35,4,19,.58939528,1.0932352479931593
20,35,5,3,-.81060469,0.09168625054852889
20,35,6,1,-.81060469,0.0313695466369205
20,35,7,23,.8893953,2.5425372478766324
20,35,8,17,.3893953,1.498801609535237
20,35,9,41,.83520246,2.7502002939443138
20,35,10,11,-.56479752,0.39270523782409184
20,35,11,49,.58939528,2.5219139847879544
20,35,12,17,-.31060469,0.5924959788371736
20,35,13,24,.089395314,1.0123163332510998
20,35,14,34,.089395314,1.3614194749356578
20,35,15,29,1.2893953,3.8852384712940364
20,35,16,28,-.31060469,0.9280133430841786
20,35,17,18,-.31060469,0.6219944530384153
20,35,18,31,.33520246,1.5915276930058746
20,35,19,34,.089395314,1.358193894490764
20,35,20,35,1.7893953,6.185029240601688
1,33,0,,0,3.7501644151159543
2,51,0,,0,4.275271014799531
3,21,0,,0,1.584144896238088
4,19,0,,0,0.7864397433688701
5,3,0,,0,0.04126537015998311
6,1,0,,0,0.004747101310657128
7,23,0,,0,1.8584972776744606
8,17,0,,0,1.1005294732042676
9,41,0,,0,2.9318022157151256
10,11,0,,0,0.49208415431935754
11,49,0,,0,3.974694503660049
12,17,0,,0,1.105514918877144
13,24,0,,0,1.833165060017731
14,34,0,,0,3.2850119973988887
15,29,0,,0,2.4341037494572975
16,28,0,,0,2.767655989959509
17,18,0,,0,1.2188130059650444
18,31,0,,0,2.749063094736778
19,34,0,,0,3.2674347830466544
20,35,0,,0,2.217776255669367
0,,1,33,0,5.83776940069922
0,,2,51,0,3.8042068158855793
0,,3,21,0,1.6827651902254275
0,,4,19,0,0.6631736741750268
0,,5,3,0,0.07670664278335025
0,,6,1,0,0.008979270068364116
0,,7,23,0,1.9686022078766041
0,,8,17,0,1.859542477323138
0,,9,41,0,2.566984645229929
0,,10,11,0,0.8607014650878733
0,,11,49,0,3.5290723848330057
0,,12,17,0,1.1784221095732912
0,,13,24,0,1.5457062636364434
0,,14,34,0,2.795621658413523
0,,15,29,0,2.0654899927929544
0,,16,28,0,2.8909362105244556
0,,17,18,0,1.2986828070216008
0,,18,31,0,2.336778263464866
0,,19,34,0,2.782390144929472
0,,20,35,0,1.9256473961506273
