i_id,i_n,j_id,j_n,alpha,mu
3,27,12,41,-.31060469,0.8618117980738995
3,27,13,30,-.31060469,0.6260851722745813
3,27,14,24,-.31060469,0.8212093263401317
3,27,15,38,-.31060469,0.8428750524012154
3,27,16,27,-.31060469,0.7652581512609098
3,27,17,18,-.31060469,0.6187177450369773
3,27,18,40,-.31060469,0.8691088507938861
3,27,19,19,-.31060469,0.6521582321403175
3,27,20,13,-.31060469,0.5833380455684442
3,27,21,7,-.31060469,0.3215392562296265
3,27,22,25,-.31060469,0.6657576797241265
3,27,23,8,-.31060469,0.36124678992091813
3,27,24,32,-.31060469,0.8008745720284147
3,27,25,34,-.31060469,0.7456367116043385
3,27,26,9,-.31060469,0.40552371046472435
3,27,27,12,-.31060469,0.5442812039155456
3,27,28,7,-.31060469,0.3215392562296265
3,27,29,17,-.31060469,0.5851838094646846
3,27,30,22,-.31060469,0.7519267183830881
4,26,1,25,-.06479755,0.7974849389965544
4,26,2,17,.13520245,0.5512673130476533
4,26,3,19,-.06479755,0.6351309074861319
4,26,4,23,-.26479757,0.934472634880808
4,26,5,26,-.06479755,1.0591169445002129
4,26,6,18,-.06479755,0.6161145314453937
4,26,7,28,-.51060468,0.972690554654455
4,26,8,22,-.11060469,0.5828583430128708
4,26,9,20,-.11060469,0.5305253162633345
4,26,10,25,-.31060469,0.6875697800909263
4,26,11,26,-.31060469,0.8591780569566181
4,26,12,41,-.11060469,1.019426934279698
4,26,13,30,-.11060469,0.7405887099669571
4,26,14,24,-.31060469,0.7953140325666882
4,26,15,38,-.11060469,0.9970268828653595
4,26,16,27,-.31060469,0.7411271727103621
4,26,17,18,-.31060469,0.5992076429756924
4,26,18,40,-.11060469,1.0280585312249226
4,26,19,19,-.31060469,0.6315936471235999
4,26,20,13,-.51060468,0.46253668395417136
4,26,21,7,-.51060468,0.25495285703955
4,26,22,25,-.31060469,0.644764261669298
4,26,23,8,-.51060468,0.28643750149415836
4,26,24,32,-.31060469,0.7756204965410072
4,26,25,34,-.11060469,0.882004805104822
4,26,26,9,-.51060468,0.3215452750392177
4,26,27,12,-.51060468,0.4315679820820846
4,26,28,7,-.51060468,0.25495285703955
4,26,29,17,-.31060469,0.5667311370807929
4,26,30,22,-.31060469,0.7282161215302622
5,9,1,25,.33520246,0.34181410385425565
5,9,2,17,.83520246,0.3189466722716626
5,9,3,19,1.2893953,0.706856768789343
5,9,4,23,-.56479752,0.19889687362113123
5,9,5,26,-.06479755,0.30429415319677583
5,9,6,18,.33520246,0.26407600462345765
5,9,7,28,-.81060469,0.20703131530263147
5,9,8,22,.58939528,0.3372242777210182
5,9,9,20,.58939528,0.3069459650604455
5,9,10,25,.089395314,0.2947028029201899
5,9,11,26,-.31060469,0.2468498503819498
5,9,12,41,.58939528,0.5898097122961341
5,9,13,30,.58939528,0.4284823161593362
5,9,14,24,-.31060469,0.22850112192246655
5,9,15,38,.58939528,0.5768497173854201
5,9,16,27,.089395314,0.3176583111159654
5,9,17,18,-.31060469,0.1721579314306663
5,9,18,40,.58939528,0.5948036942478825
5,9,19,19,-.31060469,0.1814627317728657
5,9,20,13,-.81060469,0.09844814221390055
5,9,21,7,-.81060469,0.0542651772246389
5,9,22,25,.089395314,0.2763557105601426
5,9,23,8,-.81060469,0.060966493817137514
5,9,24,32,.089395314,0.3324426712045962
5,9,25,34,.58939528,0.5103014084184996
5,9,26,9,-.81060469,0.06843897157442577
5,9,27,12,-.81060469,0.09185664088687248
5,9,28,7,-.81060469,0.0542651772246389
5,9,29,17,-.31060469,0.16282712909444086
5,9,30,22,-.31060469,0.209223267738256
6,28,1,25,-.06479755,0.8547811146608238
6,28,2,17,-.06479755,0.483766481411089
6,28,3,19,-.06479755,0.6807625805944931
6,28,4,23,-.06479755,1.22337026831431
6,28,5,26,-.06479755,1.1352103570948684
6,28,6,18,-.06479755,0.6603799522662837
6,28,7,28,-.31060469,1.2734034413831712
6,28,8,22,-.31060469,0.511489295822007
6,28,9,20,-.31060469,0.46556427249303095
6,28,10,25,-.31060469,0.736968981223304
6,28,11,26,-.31060469,0.9209066420007614
6,28,12,41,-.31060469,0.8946015288404242
6,28,13,30,-.31060469,0.6499061089125783
6,28,14,24,-.31060469,0.8524542370895931
6,28,15,38,-.31060469,0.8749442885149755
6,28,16,27,-.31060469,0.7943742631577464
6,28,17,18,-.31060469,0.6422583699455424
6,28,18,40,-.31060469,0.9021762157197623
6,28,19,19,-.31060469,0.676971181901328
6,28,20,13,-.31060469,0.6055325635627541
6,28,21,7,-.31060469,0.33377300107531244
6,28,22,25,-.31060469,0.6910880536209436
6,28,23,8,-.31060469,0.3749913046841778
6,28,24,32,-.31060469,0.8313457974784004
6,28,25,34,-.31060469,0.7740062779966593
6,28,26,9,-.31060469,0.4209528486075281
6,28,27,12,-.31060469,0.5649897091571274
6,28,28,7,-.31060469,0.3337730010753125
6,28,29,17,-.31060469,0.6074485540459961
6,28,30,22,-.31060469,0.7805356034169683
7,31,1,25,.23520246,1.1824746055827549
7,31,2,17,.23520246,0.6692258046993942
7,31,3,19,.23520246,0.9417433892457825
7,31,4,23,-.46479756,0.8404051012945124
7,31,5,26,-.06479755,1.163388858099279
7,31,6,18,.23520246,0.9135467667657654
7,31,7,28,-.71060467,0.8747758613785518
7,31,8,22,-.01060468,0.7075765865240509
7,31,9,20,-.01060468,0.6440454989556762
7,31,10,25,-.01060468,1.0194973782785788
7,31,11,26,-.31060469,0.9437656377581604
7,31,12,41,-.01060468,1.2375607881662904
7,31,13,30,-.01060468,0.8990576144246739
7,31,14,24,-.31060469,0.8736140885884072
7,31,15,38,-.01060468,1.2103676423398253
7,31,16,27,-.01060468,1.098909858210042
7,31,17,18,-.31060469,0.6582006823191858
7,31,18,40,-.01060468,1.2480393477956904
7,31,19,19,-.31060469,0.6937751451579542
7,31,20,13,-.71060467,0.4159759999612126
7,31,21,7,-.71060467,0.22928834258798567
7,31,22,25,-.01060468,0.9560272912120207
7,31,23,8,-.71060467,0.25760362419649613
7,31,24,32,-.01060468,1.150054999011324
7,31,25,34,-.01060468,1.0707334925805456
7,31,26,9,-.71060467,0.2891773170806369
7,31,27,12,-.71060467,0.3881247242124153
7,31,28,7,-.71060467,0.22928834258798572
7,31,29,17,-.31060469,0.6225268076783163
7,31,30,22,-.31060469,0.7999102709817966
8,24,1,25,-.06479755,0.753267991914879
8,24,2,17,-.06479755,0.4263147603031141
8,24,3,19,-.06479755,0.5999157600231751
8,24,4,23,-.06479755,1.0780837919508173
8,24,5,26,-.06479755,1.0003936814036116
8,24,6,18,-.06479755,0.5819537563623549
8,24,7,28,-.31060469,1.1221750653309999
8,24,8,22,-.31060469,0.45074523540764105
8,24,9,20,-.31060469,0.4102742311840761
8,24,10,25,-.31060469,0.6494471333867846
8,24,11,26,-.31060469,0.8115405044205303
8,24,12,41,-.31060469,0.7883593654979144
8,24,13,30,-.31060469,0.5727237782833384
8,24,14,24,-.31060469,0.7512174524662997
8,24,15,38,-.31060469,0.7710366033397749
8,24,16,27,-.31060469,0.7000350098693191
8,24,17,18,-.31060469,0.565984278690306
8,24,18,40,-.31060469,0.7950344886108613
8,24,19,19,-.31060469,0.5965746248118732
8,24,20,13,-.31060469,0.5336199997527741
8,24,21,7,-.31060469,0.2941343859417938
8,24,22,25,-.31060469,0.6090149881165471
8,24,23,8,-.31060469,0.33045763672150696
8,24,24,32,-.31060469,0.7326158342909976
8,24,25,34,-.31060469,0.6820859103647845
8,24,26,9,-.31060469,0.3709608243828152
8,24,27,12,-.31060469,0.49789198236818094
8,24,28,7,-.31060469,0.29413438594179386
8,24,29,17,-.31060469,0.5353084487358946
8,24,30,22,-.31060469,0.6878398183109918
9,26,1,25,.33520246,0.9194479330025828
9,26,2,17,.83520246,0.8579366832776207
9,26,3,19,.33520246,0.7322643620191325
9,26,4,23,.3893953,1.3892032650746198
9,26,5,26,-.06479755,0.8185227789805949
9,26,6,18,.33520246,0.7103397252155124
9,26,7,28,-.81060469,0.5568948524223367
9,26,8,22,.58939528,0.9071017304806238
9,26,9,20,.58939528,0.8256559045867933
9,26,10,25,.089395314,0.7927229448395464
9,26,11,26,-.31060469,0.6640029833071351
9,26,12,41,.58939528,1.5865328982058526
9,26,13,30,.58939528,1.1525773087726139
9,26,14,24,-.31060469,0.6146466218666166
9,26,15,38,.58939528,1.551671725427971
9,26,16,27,.089395314,0.8544711124067602
9,26,17,18,-.31060469,0.46308871523750544
9,26,18,40,.58939528,1.599966242035764
9,26,19,19,-.31060469,0.48811775688666126
9,26,20,13,-.81060469,0.2648162841902823
9,26,21,7,-.81060469,0.1459682455188775
9,26,22,25,.089395314,0.7433709843533117
9,26,23,8,-.81060469,0.16399415966312225
9,26,24,32,.089395314,0.8942396566855928
9,26,25,34,.58939528,1.3726630056750204
9,26,26,9,-.81060469,0.18409442513161783
9,26,27,12,-.81060469,0.24708576282740763
9,26,28,7,-.81060469,0.1459682455188775
9,26,29,17,-.31060469,0.43798973065916247
9,26,30,22,-.31060469,0.5627909992269048
10,27,1,25,-.06479755,0.8096386306833205
10,27,2,17,.13520245,0.5596686415645323
10,27,3,19,-.06479755,0.6448103194133783
10,27,4,23,.17014514,1.4656441494178538
10,27,5,26,-.06479755,1.075257914911368
10,27,6,18,-.06479755,0.6255041332958634
10,27,7,28,-.51060468,0.9875143845850524
10,27,8,22,-.11060469,0.5917411196668739
10,27,9,20,-.11060469,0.5386105361973961
10,27,10,25,-.31060469,0.6980483618317642
10,27,11,26,-.31060469,0.8722719534023925
10,27,12,41,-.11060469,1.034963027879171
10,27,13,30,-.11060469,0.7518753016096329
10,27,14,24,-.31060469,0.8074346395817078
10,27,15,38,-.11060469,1.0122215990853425
10,27,16,27,-.31060469,0.7524219705395726
10,27,17,18,-.31060469,0.6083395833960892
10,27,18,40,-.11060469,1.043726170591478
10,27,19,19,-.31060469,0.6412191511088151
10,27,20,13,-.51060468,0.4695857553230571
10,27,21,7,-.51060468,0.2588383453636527
10,27,22,25,-.31060469,0.6545904861705835
10,27,23,8,-.51060468,0.2908028166373734
10,27,24,32,-.31060469,0.7874409735430646
10,27,25,34,-.11060469,0.8954465817996626
10,27,26,9,-.51060468,0.3264456335852742
10,27,27,12,-.51060468,0.43814508961054177
10,27,28,7,-.51060468,0.2588383453636527
10,27,29,17,-.31060469,0.5753681346873397
10,27,30,22,-.31060469,0.7393141545959998
11,22,1,25,-.06479755,0.6942008558437011
11,22,2,17,.13520245,0.47987143305535435
11,22,3,19,-.06479755,0.5528736631746776
11,22,4,23,-.26479757,0.8134469645445906
11,22,5,26,-.06479755,0.9219483069307092
11,22,6,18,-.06479755,0.5363201411242967
11,22,7,28,-.51060468,0.8467151948497662
11,22,8,22,-.11060469,0.5073710370810206
11,22,9,20,-.11060469,0.46181577931761847
11,22,10,25,-.31060469,0.5985210584565642
11,22,11,26,-.31060469,0.7479039581761798
11,22,12,41,-.11060469,0.8873986399511733
11,22,13,30,-.11060469,0.6446733864769145
11,22,14,24,-.31060469,0.6923111084292031
11,22,15,38,-.11060469,0.867899669999035
11,22,16,27,-.31060469,0.6451421116891822
11,22,17,18,-.31060469,0.5216029021252898
11,22,18,40,-.11060469,0.8949123391994781
11,22,19,19,-.31060469,0.5497945214242371
11,22,20,13,-.51060468,0.40263250897767805
11,22,21,7,-.51060468,0.22193333428885867
11,22,22,25,-.31060469,0.5612593798090432
11,22,23,8,-.51060468,0.2493403310326783
11,22,24,32,-.31060469,0.6751681269193349
11,22,25,34,-.11060469,0.7677743624004286
11,22,26,9,-.51060468,0.27990121720115346
11,22,27,12,-.51060468,0.375674633922355
11,22,28,7,-.51060468,0.22193333428885872
11,22,29,17,-.31060469,0.49333250216586244
11,22,30,22,-.31060469,0.6339032000298037
12,30,1,25,.23520246,1.1510184404819737
12,30,2,17,.23520246,0.6514230736276749
12,30,3,19,.23520246,0.916691151003351
12,30,4,23,-.46479756,0.818048662100767
12,30,5,26,-.06479755,1.13244041165992
12,30,6,18,.23520246,0.8892446144937455
12,30,7,28,-.71060467,0.8515050919330339
12,30,8,22,-.01060468,0.6887536487441918
12,30,9,20,-.01060468,0.6269126138586804
12,30,10,25,-.01060468,0.9923767300214942
12,30,11,26,-.31060469,0.9186596037024573
12,30,12,41,-.01060468,1.2046392215711024
12,30,13,30,-.01060468,0.8751409022847805
12,30,14,24,-.31060469,0.8503742245987175
12,30,15,38,-.01060468,1.1781694672497809
12,30,16,27,-.01060468,1.0696766807975804
12,30,17,18,-.31060469,0.6406912413259261
12,30,18,40,-.01060468,1.214839030773081
12,30,19,19,-.31060469,0.6753193530370301
12,30,20,13,-.71060467,0.4049102149786304
12,30,21,7,-.71060467,0.22318881882140326
12,30,22,25,-.01060468,0.9305950729037067
12,30,23,8,-.71060467,0.25075085789180995
12,30,24,32,-.01060468,1.1194612596167681
12,30,25,34,-.01060468,1.0422498622661753
12,30,26,9,-.71060467,0.28148462804821023
12,30,27,12,-.71060467,0.3777998382936144
12,30,28,7,-.71060467,0.22318881882140332
12,30,29,17,-.31060469,0.605966362363433
12,30,30,22,-.31060469,0.7786310744299068
13,18,1,25,.33520246,0.6816626693983208
13,18,2,17,.83520246,0.6360593011373075
13,18,3,19,.33520246,0.5428880329190083
13,18,4,23,-.56479752,0.396650027833171
13,18,5,26,-.06479755,0.6068385195681076
13,18,6,18,.33520246,0.5266334893905468
13,18,7,28,-.81060469,0.4128721356050353
13,18,8,22,.58939528,0.6725094100717516
13,18,9,20,.58939528,0.6121268945454663
13,18,10,25,.089395314,0.5877109722874381
13,18,11,26,-.31060469,0.49228023669755633
13,18,12,41,.58939528,1.1762278337475125
13,18,13,30,.58939528,0.8545007246034734
13,18,14,24,-.31060469,0.4556882907224734
13,18,15,38,.58939528,1.1503823679618386
13,18,16,27,.089395314,0.6334899873066642
13,18,17,18,-.31060469,0.3433259007567425
13,18,18,40,.58939528,1.1861870806883803
13,18,19,19,-.31060469,0.3618819959206405
13,18,20,13,-.81060469,0.19633017673093736
13,18,21,7,-.81060469,0.1082183126594815
13,18,22,25,.089395314,0.5511222891031421
13,18,23,8,-.81060469,0.12158241117214443
13,18,24,32,.089395314,0.6629736927761705
13,18,25,34,.58939528,1.0176684236780251
13,18,26,9,-.81060469,0.13648439759580758
13,18,27,12,-.81060469,0.18318507727699454
13,18,28,7,-.81060469,0.10821831265948151
13,18,29,17,-.31060469,0.3247179511244141
13,18,30,22,-.31060469,0.41724343606228154
14,25,1,25,.089395314,0.6759033470460112
14,25,2,17,.58939528,0.6306852571534047
14,25,3,19,.089395314,0.5383012081988698
14,25,4,23,-.81060469,0.39329874880876775
14,25,5,26,-.31060469,0.6017113850690297
14,25,6,18,.089395314,0.5221839982227249
14,25,7,28,-.56479752,0.6693234554601194
14,25,8,22,.83520246,1.0902317881547163
14,25,9,20,.83520246,0.9923432874295318
14,25,10,25,.33520246,0.9527616310699929
14,25,11,26,-.06479755,0.7980550654343412
14,25,12,41,.83520246,1.9068297859610335
14,25,13,30,.83520246,1.3852651561627227
14,25,14,24,-.06479755,0.7387344068691755
14,25,15,38,.83520246,1.8649306720494518
14,25,16,27,.33520246,1.0269758129981188
14,25,17,18,-.31060469,0.4352856413141385
14,25,18,40,.58939528,1.5039069379790941
14,25,19,19,-.31060469,0.4588119810569314
14,25,20,13,-.81060469,0.24891715626254254
14,25,21,7,-.81060469,0.13720455556684724
14,25,22,25,.089395314,0.6987402305681301
14,25,23,8,-.81060469,0.15414822389728142
14,25,24,32,.089395314,0.8405509994975539
14,25,25,34,.58939528,1.2902506087348782
14,25,26,9,-.81060469,0.17304170295895807
14,25,27,12,-.81060469,0.2322511458236687
14,25,28,7,-.81060469,0.13720455556684724
14,25,29,17,-.31060469,0.4116935578989457
14,25,30,22,-.31060469,0.5290019664993719
15,19,1,25,-.31060469,0.46040689102953675
15,19,2,17,-.11060469,0.31825964017055
15,19,3,19,-.31060469,0.36667607400886826
15,19,4,23,-.51060468,0.5394931395521199
15,19,5,26,-.31060469,0.6114532272767502
15,19,6,18,-.31060469,0.35569747097395527
15,19,7,28,-.26479757,0.9181198561908359
15,19,8,22,.13520245,0.5501583536098855
15,19,9,20,.13520245,0.5007613565846392
15,19,10,25,-.06479755,0.6489951850931678
15,19,11,26,-.06479755,0.8109757558408246
15,19,12,41,.13520245,0.9622342212514355
15,19,13,30,.13520245,0.6990396041538571
15,19,14,24,-.06479755,0.7506946825157929
15,19,15,38,.13520245,0.9410908756090154
15,19,16,27,-.06479755,0.6995478576256365
15,19,17,18,-.31060469,0.4423330134234134
15,19,18,40,-.11060469,0.7589092586237518
15,19,19,19,-.31060469,0.4662402498804563
15,19,20,13,-.51060468,0.3414429832975634
15,19,21,7,-.51060468,0.1882053189027626
15,19,22,25,-.31060469,0.4759627520696902
15,19,23,8,-.51060468,0.21144717474594085
15,19,24,32,-.31060469,0.5725603729020954
15,19,25,34,-.11060469,0.6510929022174922
15,19,26,9,-.51060468,0.2373636119757024
15,19,27,12,-.51060468,0.31858199448763397
15,19,28,7,-.51060468,0.18820531890276262
15,19,29,17,-.31060469,0.41835896888917695
15,19,30,22,-.31060469,0.5375666269214435
16,27,1,25,-.31060469,0.6197416162602926
16,27,2,17,-.11060469,0.42840093758949
16,27,3,19,-.31060469,0.4935730267678726
16,27,4,23,-.51060468,0.7261975369650168
16,27,5,26,-.31060469,0.8230611198991692
16,27,6,18,-.31060469,0.47879501774649913
16,27,7,28,-.26479757,1.235857009707209
16,27,8,22,.13520245,0.7405537013202923
16,27,9,20,.13520245,0.6740617018057432
16,27,10,25,-.06479755,0.8735953626918765
16,27,11,26,-.06479755,1.0916331520339075
16,27,12,41,.13520245,1.2952381971647577
16,27,13,30,.13520245,0.9409588399937165
16,27,14,24,-.06479755,1.0104903834519234
16,27,15,38,.13520245,1.266777695254628
16,27,16,27,-.06479755,0.9416429866348892
16,27,17,18,-.31060469,0.5954128446064577
16,27,18,40,-.11060469,1.021547808467122
16,27,19,19,-.31060469,0.6275937473055319
16,27,20,13,-.51060468,0.4596074265013394
16,27,21,7,-.51060468,0.2533382336323438
16,27,22,25,-.31060469,0.6406809519895805
16,27,23,8,-.51060468,0.28462348497367523
16,27,24,32,-.31060469,0.7707084707517468
16,27,25,34,-.11060469,0.8764190445837323
16,27,26,9,-.51060468,0.3195089200299686
16,27,27,12,-.51060468,0.42883485026406243
16,27,28,7,-.51060468,0.25333823363234387
16,27,29,17,-.31060469,0.5631420133104277
16,27,30,22,-.31060469,0.7236043089427093
17,40,1,25,.089395314,0.9497184015095318
17,40,2,17,.58939528,0.8861820212862255
17,40,3,19,.089395314,0.7563722908247097
17,40,4,23,-.81060469,0.5526279173891041
17,40,5,26,-.31060469,0.8454705503314279
17,40,6,18,.089395314,0.7337258415028722
17,40,7,28,-.56479752,0.9404729315079349
17,40,8,22,.83520246,1.531895345164922
17,40,9,20,.83520246,1.3943512557012574
17,40,10,25,.33520246,1.3387346833449114
17,40,11,26,-.06479755,1.1213549753427872
17,40,12,41,1.4193559,4.805258976448465
17,40,13,30,1.2701452,3.007020564684248
17,40,14,24,-.06479755,1.0380029379912594
17,40,15,38,.83520246,2.620432321463756
17,40,16,27,.33520246,1.4430137559936214
17,40,17,18,-.31060469,0.6116241105709059
17,40,18,40,.58939528,2.1131543428492168
17,40,19,19,-.31060469,0.6446812005698618
17,40,20,13,-.81060469,0.34975593002629046
17,40,21,7,-.81060469,0.1927874625303512
17,40,22,25,.089395314,0.9818067298317313
17,40,23,8,-.81060469,0.21659517656641178
17,40,24,32,.089395314,1.1810664277946143
17,40,25,34,.58939528,1.8129437456254716
17,40,26,9,-.81060469,0.24314258872501424
17,40,27,12,-.81060469,0.3263383558084328
17,40,28,7,-.81060469,0.19278746253035126
17,40,29,17,-.31060469,0.578474643495059
17,40,30,22,-.31060469,0.7433058353903697
18,22,1,25,-.31060469,0.5218860569749554
18,22,2,17,-.11060469,0.3607575645348471
18,22,3,19,-.31060469,0.4156391534966589
18,22,4,23,-.51060468,0.6115328698410653
18,22,5,26,-.31060469,0.6931019496569665
18,22,6,18,-.31060469,0.4031945529474105
18,22,7,28,-.26479757,1.0407184621115992
18,22,8,22,.13520245,0.6236222338793722
18,22,9,20,.13520245,0.5676291449265495
18,22,10,25,-.06479755,0.7356569693963936
18,22,11,26,-.06479755,0.9192671694631521
18,22,12,41,.13520245,1.0907235173920584
18,22,13,30,.13520245,0.7923839321027576
18,22,14,24,-.06479755,0.8509366290633977
18,22,15,38,.13520245,1.066756853331261
18,22,16,27,-.06479755,0.7929600538018435
18,22,17,18,-.31060469,0.5013987339094487
18,22,18,40,-.11060469,0.8602481159638586
18,22,19,19,-.31060469,0.5284983573313178
18,22,20,13,-.51060468,0.3870366315249158
18,22,21,7,-.51060468,0.21333679772741615
18,22,22,25,-.31060469,0.5395191270685461
18,22,23,8,-.51060468,0.2396821907680222
18,22,24,32,-.31060469,0.6490156451086108
18,22,25,34,-.11060469,0.7380347993984914
18,22,26,9,-.51060468,0.2690593080532009
18,22,27,12,-.51060468,0.36112296354769774
18,22,28,7,-.51060468,0.21333679772741612
18,22,29,17,-.31060469,0.47422338137782916
18,22,30,22,-.31060469,0.609349105653071
19,32,1,25,-.01060468,0.8942209604698792
19,32,2,17,-.01060468,0.5060876056231203
19,32,3,19,-.01060468,0.7121731613276384
19,32,4,23,-.71060467,0.6355382820574307
19,32,5,26,-.31060469,0.8797877748730115
19,32,6,18,-.01060468,0.6908500726819744
19,32,7,28,-.46479756,1.0815713367749369
19,32,8,22,.23520246,0.8748464735986626
19,32,9,20,.23520246,0.7962967462877079
19,32,10,25,.23520246,1.2605048036023165
19,32,11,26,-.06479755,1.1668702099829233
19,32,12,41,.23520246,1.530118028226278
19,32,13,30,.81935585,1.993611403656247
19,32,14,24,-.06479755,1.080134955344088
19,32,15,38,.23520246,1.496496469535078
19,32,16,27,.23520246,1.3586902570937232
19,32,17,18,-.31060469,0.6364496256988782
19,32,18,40,-.01060468,1.2067963420567331
19,32,19,19,-.31060469,0.6708484863600301
19,32,20,13,-.71060467,0.4022295579247735
19,32,21,7,-.71060467,0.2217112253713413
19,32,22,25,-.01060468,0.9244341854916774
19,32,23,8,-.71060467,0.24909079343528878
19,32,24,32,-.01060468,1.1120500074154136
19,32,25,34,-.01060468,1.0353497783912535
19,32,26,9,-.71060467,0.27962109453925793
19,32,27,12,-.71060467,0.37529866207231005
19,32,28,7,-.71060467,0.22171122537134136
19,32,29,17,-.31060469,0.6019546384217306
19,32,30,22,-.31060469,0.773476245520162
20,6,1,25,-.31060469,0.16526103862695016
20,6,2,17,-.31060469,0.09353008600643332
20,6,3,19,-.31060469,0.13161677205754613
20,6,4,23,-.31060469,0.23652305566808932
20,6,5,26,-.31060469,0.2194784599891525
20,6,6,18,-.31060469,0.12767605054452624
20,6,7,28,-.06479755,0.40251952147305303
20,6,8,22,-.06479755,0.16168043834498078
20,6,9,20,-.06479755,0.14716365771343418
20,6,10,25,-.06479755,0.23295398145008647
20,6,11,26,-.06479755,0.29109619843403384
20,6,12,41,-.06479755,0.28278122046437243
20,6,13,30,-.06479755,0.20543363356841815
20,6,14,24,-.06479755,0.2694585709759274
20,6,15,38,-.06479755,0.27656761783684625
20,6,16,27,-.06479755,0.2510996420187245
20,6,17,18,-.31060469,0.15877349935809787
20,6,18,40,-.31060469,0.22302811689261193
20,6,19,19,-.31060469,0.16735489725758654
20,6,20,13,-.31060469,0.14969446657470628
20,6,21,7,-.31060469,0.08251244335900985
20,6,22,25,-.31060469,0.17084474686920442
20,6,23,8,-.31060469,0.09270207203156258
20,6,24,32,-.31060469,0.20551804012065455
20,6,25,34,-.31060469,0.19134306539763182
20,6,26,9,-.31060469,0.10406428310750386
20,6,27,12,-.31060469,0.13967181654915184
20,6,28,7,-.31060469,0.08251244335900988
20,6,29,17,-.31060469,0.150168120991677
20,6,30,22,-.31060469,0.19295718814626658
21,19,1,25,-.31060469,0.4604068910295369
21,19,2,17,-.11060469,0.31825964017055003
21,19,3,19,-.31060469,0.36667607400886837
21,19,4,23,-.51060468,0.53949313955212
21,19,5,26,-.31060469,0.6114532272767503
21,19,6,18,-.31060469,0.35569747097395543
21,19,7,28,-.26479757,0.9181198561908362
21,19,8,22,.13520245,0.5501583536098859
21,19,9,20,.13520245,0.5007613565846393
21,19,10,25,-.06479755,0.6489951850931679
21,19,11,26,-.06479755,0.8109757558408248
21,19,12,41,.13520245,0.9622342212514355
21,19,13,30,.13520245,0.6990396041538575
21,19,14,24,-.06479755,0.7506946825157929
21,19,15,38,.13520245,0.9410908756090158
